221,52,66.300003,15.600000
221,52,112.710007,26.520000
221,52,145.197006,34.164001
221,53,167.937897,39.814800
221,52,183.856537,43.470360
221,56,194.999573,47.229252
220,55,202.499695,49.560474
184,-8,196.949783,32.292332
186,10,193.664856,25.604631
173,11,187.465393,21.223244
172,22,182.825775,21.456272
154,4,174.178040,16.219391
138,13,163.324631,15.253574
133,20,154.227234,16.677502
132,21,147.559067,17.974251
132,22,142.891342,19.181976
132,19,139.623947,19.127384
133,14,137.636765,17.589169
130,0,135.345734,12.312418
122,12,131.342010,12.218693
115,9,126.439407,11.253084
117,1,123.607590,8.177158
111,10,119.825317,8.724010
111,2,117.177727,6.706807
111,-1,115.324409,4.394765
111,-1,114.027092,2.776335
111,0,113.118965,1.943435
110,4,112.183273,2.560404
122,22,115.128296,8.392283
117,3,115.689804,6.774599
125,1,118.482864,5.042219
129,-1,121.638000,3.229553
129,-4,123.846603,1.060687
130,-5,125.692619,-0.757519
137,-2,129.084839,-1.130263
146,17,134.159393,4.308816
147,3,138.011581,3.916171
142,9,139.208115,5.441320
130,2,136.445679,4.408924
132,6,135.111969,4.886247
131,8,133.878387,5.820373
133,8,133.614868,6.474261
138,6,134.930405,6.331983
141,9,136.751282,7.132388
140,2,137.725891,5.592671
140,-1,138.408112,3.614870
137,2,137.985672,3.130409
134,0,136.789963,2.191286
132,0,135.352982,1.533900
128,-1,133.147095,0.773730
129,-1,131.902969,0.241611
129,-1,131.032074,-0.130872
16,-12,4.800000,-3.600000
17,-11,8.460001,-5.820000
17,-11,11.022001,-7.374000
15,-10,12.215401,-8.161800
19,-11,14.250780,-9.013260
35,-10,20.475546,-9.309282
16,-10,19.132881,-9.516498
19,-11,19.093018,-9.961548
17,-11,18.465113,-10.273084
16,-11,17.725578,-10.491158
16,-11,17.207905,-10.643811
16,-10,16.845533,-10.450668
17,-11,16.891872,-10.615468
25,2,19.324310,-6.830828
37,-2,24.627018,-5.381579
17,-11,22.338913,-7.067106
20,-10,21.637238,-7.946974
40,-10,27.146065,-8.562881
59,-1,36.702248,-6.294017
75,-1,48.191574,-4.705812
80,1,57.734100,-2.994069
80,2,64.413864,-1.495848
84,0,70.289703,-1.047094
83,0,74.102798,-0.732966
81,1,76.171959,-0.213076
81,1,77.620369,0.150847
79,1,78.034256,0.405593
79,6,78.323975,2.083915
77,10,77.926781,4.458740
43,15,67.448746,7.621118
76,10,70.014122,8.334783
75,8,71.509888,8.234348
61,6,68.356918,7.564044
77,-1,70.949844,4.994831
72,0,71.264893,3.496381
68,0,70.285431,2.447467
69,-1,69.899803,1.413227
70,-1,69.929863,0.689259
66,-2,68.750908,-0.117519
66,1,67.925636,0.217737
60,4,65.547943,1.352416
51,7,61.183559,3.046691
52,7,58.428490,4.232684
45,6,54.399940,4.762879
46,6,51.879955,5.134015
46,6,50.115967,5.393811
583,-29,174.900009,-8.700001
582,-23,297.030029,-12.990001
582,-19,382.521027,-14.793001
582,-26,442.364716,-18.155102
582,-24,484.255310,-19.908571
582,-24,513.578735,-21.136000
582,-14,534.105103,-18.995199
582,-17,548.473572,-18.396641
582,-19,558.531494,-18.577648
582,-17,565.572021,-18.104355
583,-14,570.800415,-16.873049
583,-23,574.460266,-18.711134
582,-22,576.722168,-19.697794
583,-15,578.605530,-18.288456
583,-15,579.923889,-17.301918
583,-17,580.846741,-17.211342
580,-13,580.592712,-15.947939
584,5,581.614868,-9.663557
572,-24,578.730408,-13.964490
580,-19,579.111267,-15.475143
591,-18,582.677856,-16.232601
586,-17,583.674500,-16.462822
585,-15,584.072144,-16.023975
589,-15,585.550537,-15.716783
588,-16,586.285400,-15.801748
587,-17,586.499756,-16.161224
588,-14,586.949829,-15.512857
588,-17,587.264893,-15.959001
583,0,585.985413,-11.171300
584,-20,585.389771,-13.819910
588,-20,586.172852,-15.673937
584,-19,585.520996,-16.671757
584,-4,585.064697,-12.870230
577,-17,173.100006,-5.100000
578,-20,294.570007,-9.570000
577,-21,379.299011,-12.999001
578,-19,438.909302,-14.799301
575,-18,479.736511,-15.759510
578,-18,509.215576,-16.431658
576,-18,529.250916,-16.902161
575,-18,542.975647,-17.231512
576,-20,552.882935,-18.062057
578,-18,560.418030,-18.043440
579,-18,565.992615,-18.030407
585,-18,571.694824,-18.021284
583,-12,575.086365,-16.214899
583,-12,577.460449,-14.950430
587,-16,580.322327,-15.265301
586,-18,582.025635,-16.085711
586,-15,583.217957,-15.759997
580,-12,582.252563,-14.631998
581,-8,581.876770,-12.642399
586,-18,583.113708,-14.249680
580,-11,582.179565,-13.274776
160,5,48.000000,1.500000
164,4,82.800003,2.250000
165,-4,107.460007,0.375000
206,3,137.022003,1.162500
187,-5,152.015396,-0.686250
160,3,154.410767,0.419625
154,-12,154.287537,-3.306263
151,0,153.301270,-2.314384
147,-4,151.410889,-2.820069
147,-2,150.087616,-2.574048
148,-3,149.461334,-2.701834
148,-1,149.022934,-2.191284
148,0,148.716064,-1.533899
148,-1,148.501251,-1.373729
147,-3,148.050873,-1.861610
111,1,136.935608,-1.003127
105,-2,127.354927,-1.302189
102,-5,119.748444,-2.411532
91,-2,111.123909,-2.288073
83,-1,102.686737,-1.901651
83,-2,96.780716,-1.931156
208,-4,62.400002,-1.200000
210,-4,106.680008,-2.040000
209,-3,137.376007,-2.328000
210,-3,159.163208,-2.529600
210,-4,174.414246,-2.970720
210,-3,185.089981,-2.979504
212,-1,193.162994,-2.385653
172,95,186.814102,26.830046
170,85,181.769867,44.281036
168,96,177.638916,59.796726
181,26,178.647247,49.657707
183,9,179.953064,37.460396
203,-16,186.867142,21.422276
198,-6,190.207001,13.195593
193,-3,191.044891,8.336915
190,-4,190.731415,4.635840
191,-2,190.811996,2.645088
189,-2,190.268387,1.251562
190,-1,190.187866,0.576093
189,-1,189.831497,0.103265
190,-2,189.882050,-0.527714
190,-1,189.917435,-0.669400
189,-1,189.642197,-0.768580
189,0,189.449539,-0.538006
190,-28,189.614670,-8.776605
190,-27,189.730270,-14.243624
190,-1,189.811188,-10.270536
189,-1,189.567825,-7.489376
190,-31,189.697479,-14.542562
189,-1,189.488235,-10.479794
